name,form,db_column,alert,daily,method,condition,classification,category,secondary_condition,classification_casedef,source,source_link,alert_desc,case_def,risk_factors,symptoms,labs_diagnostics,
Persons encountering health services for examination and investigation,demo_case,icd_code,,,count_occurence_in,"Z00,Z01,Z02,Z03,Z04,Z05,Z06,Z07,Z08,Z09,Z10,Z11,Z12,Z13",jor,"for_child,other,21. Factors influencing health status and contact with health services",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Persons with potential health hazards related to communicable diseases,demo_case,icd_code,,,count_occurence_in,"Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29",jor,"for_child,other,21. Factors influencing health status and contact with health services",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Persons encountering health services in circumstances related to reproduction,demo_case,icd_code,,,count_occurence_in,"Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39",jor,"for_child,other,21. Factors influencing health status and contact with health services",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Persons encountering health services for specific procedures and health care,demo_case,icd_code,,,count_occurence_in,"Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z50,Z51,Z52,Z53,Z54",jor,"for_child,other,21. Factors influencing health status and contact with health services",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Persons with potential health hazards related to socioeconomic and psychosocial circumstances,demo_case,icd_code,,,count_occurence_in,"Z55,Z56,Z57,Z58,Z59,Z60,Z61,Z62,Z63,Z64,Z65",jor,"for_child,other,21. Factors influencing health status and contact with health services",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Persons encountering health services in other circumstances,demo_case,icd_code,,,count_occurence_in,"Z70,Z71,Z72,Z73,Z74,Z75,Z76",jor,"for_child,other,21. Factors influencing health status and contact with health services",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Persons with potential health hazards related to family and personal history and certain conditions influencing health status,demo_case,icd_code,,,count_occurence_in,"Z80,Z81,Z82,Z83,Z84,Z85,Z86,Z87,Z88,Z89,Z90,Z91,Z92,Z93,Z94,Z95,Z96,Z97,Z98,Z99",jor,"for_child,other,21. Factors influencing health status and contact with health services",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Provisional assignment of new diseases of uncertain etiology,demo_case,icd_code,,,count_occurence_in,"U00,U01,U02,U03,U05,U06,U07,U08,U09,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49",jor,"other,22. Codes for special purposes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Bacterial agents resistant to antibiotics,demo_case,icd_code,,,count_occurence_in,"U80,U81,U82,U83,U84,U85,U86,U87,U88,U89",jor,"other,22. Codes for special purposes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Other (Not categorised),demo_case,icd_code,,,count_occurence_in,!0,jor,"Other,23. Other (Not categorised in ICD-10)",intro./visit_type:new,,,,,,,,,
Moderate To Severe Depression,demo_case,icd_code,,,count_occurence,F32,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Depressed mood, Loss of interest or pleasure in activities that are normally pleasurable, Decreased energy or easily fatigued, None of the above, Reduced concentration and attention, Reduced self-esteem and self-confidence, Ideas of guilt and unworthiness, Bleak and pessimistic view of the future, Ideas or acts of self-harm or suicide, Disturbed sleep, Diminished appetite","•  Psychoeducation
•  Address current psychosocial stressors
•  Reactivate social networks
•  Consider antidepressants
•  If available, consider interpersonal therapy, behavioural activation or cognitive behavioural therapy
•  If available, consider adjunct treatments: structured physical activity programme, relaxation training or problem-solving treatment
•  DO NOT manage the complaint with injections or other ineffective treatments (e.g. vitamins).
•  Offer regular follow-up",
Acute Psychosis,demo_case,icd_code,,,count_occurence,F23,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Incoherent or irrelevant speech, Delusions (a false firmly held belief or suspicion), Hallucinations (hearing voices or seeing things that are not there), Withdrawal, agitation, disorganized behaviour, Beliefs that thoughts are being inserted or broadcast from one's mind, Social withdrawal and neglect of usual responsibilities","•  Provide education to the person and carers about psychosis and its treatment
•  Begin antipsychotic medication
•  If available, provide psychological and social interventions, such as family therapy or social skills therapy
•  Facilitate rehabilitation
•  Provide regular follow-up
•  Maintain realistic hope and optimism

DO NOT prescribe anticholinergic medication routinely to prevent antipsychotic side-effects",
Chronic Psychosis,demo_case,icd_code,,,count_occurence,F28,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Incoherent or irrelevant speech, Delusions (a false firmly held belief or suspicion), Hallucinations (hearing voices or seeing things that are not there), Withdrawal, agitation, disorganized behaviour, Beliefs that thoughts are being inserted or broadcast from one's mind, Social withdrawal and neglect of usual responsibilities","•  Provide education to the person and carers

IF THE PERSON IS NOT ON ANY TREATMENT, START TREATMENT AS FOR ACUTE PSYCHOTIC EPISODE

•  Review and ensure treatment adherence
•  If the person is not responding adequately, consider increasing current medication or changing it.
•  If available, provide psychological and social interventions such as family therapy or social skills therapy. Consider adding a psychosocial intervention not offered earlier, e.g. cognitive behavioural therapy if available
•  Provide regular follow-up
•  Maintain realistic hope and optimism
•  Facilitate rehabilitation",
Mania,demo_case,icd_code,,,count_occurence,F30,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Elevated, expansive or irritable mood, Increased activity, restlessness, excitement, Increased talkativeness, Loss of normal social inhibitions, Decreased need for sleep, Inflated self-esteem, Distractibility, Elevated sexual energy or sexual indiscretion, None of the above, Loss of or impaired consciousness","•  Begin treatment of acute mania with lithium, valproate, carbamazepine or with antipsychotics
•  Consider a short-term benzodiazepine (such as diazepam) for behavioural disturbance or agitation
•  Discontinue any antidepressants
•  Advise the person to modify lifestyle; provide information about bipolar disorder and its treatment
•  Provide regular follow-up",
Bipolar Depression,demo_case,icd_code,,,count_occurence,F31.9,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Elevated, expansive or irritable mood, Increased activity, restlessness, excitement, Increased talkativeness, Loss of normal social inhibitions, Decreased need for sleep, Inflated self-esteem, Distractibility, Elevated sexual energy or sexual indiscretion, None of the above, Loss of or impaired consciousness","•  Begin treatment with a mood-stabilizer
•  Consider antidepressant combined with mood stabilizer for moderate / severe depression
•  Inform the person about the risk of switching to mania before starting antidepressant medication
•  Advise the person to modify lifestyle; provide information about bipolar disorder and its treatment
•  Reactivate social networks
•  If available, consider psychological interventions
•  Pursue rehabilitation, including appropriate economic and educational activities, using formal and informal systems
•  Provide regular follow-up",
Bipolar Depression Between Episodes,demo_case,icd_code,,,count_occurence,F31.7,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Elevated, expansive or irritable mood, Increased activity, restlessness, excitement, Increased talkativeness, Loss of normal social inhibitions, Decreased need for sleep, Inflated self-esteem, Distractibility, Elevated sexual energy or sexual indiscretion, None of the above, Loss of or impaired consciousness","•  If the person is not on a mood stabilizer then begin one
•  Advise person to modify lifestyle; provide information about bipolar disorder and its treatment
•  Reactivate social networks
•  Pursue rehabilitation, including appropriate economic and educational activities, using formal and informal systems
•  Provide regular follow-up; monitor side-effects and adherence",
Non-Convulsive Seizures Or Other Medical Condition,demo_case,icd_code,,,count_occurence,G40.3,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Stiffness, rigidity lasting longer than 1 - 2 minute, Convulsive movements lasting longer than 1 - 2 minute, Tongue bite or self-injury, Incontinence of urine and / or faeces, After the abnormal movement: any fatigue, sleepiness, headache or muscles aches, Focal - starts in one part of the body, Prolonged - more than 15 minutes, Repetitive - more than 1 episode during the current illness","•  In case of recurrent episodes, CONSULT A SPECIALIST
•  Follow up after 3 months",
Acute Aetiology,demo_case,icd_code,,,count_occurence,G40.9,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Stiffness, rigidity lasting longer than 1 - 2 minute, Convulsive movements lasting longer than 1 - 2 minute, Tongue bite or self-injury, Incontinence of urine and / or faeces, After the abnormal movement: any fatigue, sleepiness, headache or muscles aches, Focal - starts in one part of the body, Prolonged - more than 15 minutes, Repetitive - more than 1 episode during the current illness","•  Treat the medical condition
•  Antiepileptic maintenance treatment is not required
•  Follow up after 3 months to assess if the person has epilepsy",
Complex Febrile Disease,demo_case,icd_code,,,count_occurence,R56.0,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Stiffness, rigidity lasting longer than 1 - 2 minute, Convulsive movements lasting longer than 1 - 2 minute, Tongue bite or self-injury, Incontinence of urine and / or faeces, After the abnormal movement: any fatigue, sleepiness, headache or muscles aches, Focal - starts in one part of the body, Prolonged - more than 15 minutes, Repetitive - more than 1 episode during the current illness","•  Refer for hospital admission.
•  Look for neuroinfection (suspect cerebral malaria in high endemic settings)
•  Follow up",
Simple Febrile Seizure,demo_case,icd_code,,,count_occurence,R56.8,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Stiffness, rigidity lasting longer than 1 - 2 minute, Convulsive movements lasting longer than 1 - 2 minute, Tongue bite or self-injury, Incontinence of urine and / or faeces, After the abnormal movement: any fatigue, sleepiness, headache or muscles aches, Focal - starts in one part of the body, Prolonged - more than 15 minutes, Repetitive - more than 1 episode during the current illness","•  Manage fever and look for its cause according to the local IMCI guidelines
•  Observe for 24 hours
•  Follow up",
Epilepsy,demo_case,icd_code,,,count_occurence,G40,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Stiffness, rigidity lasting longer than 1 - 2 minute, Convulsive movements lasting longer than 1 - 2 minute, Tongue bite or self-injury, Incontinence of urine and / or faeces, After the abnormal movement: any fatigue, sleepiness, headache or muscles aches, Focal - starts in one part of the body, Prolonged - more than 15 minutes, Repetitive - more than 1 episode during the current illness","•  Initiate antiepileptic drug phenobarbital, phenytoin, carbamazepine or valproate
•  Educate about condition, lifestyle and safety issues, and importance of adherence and regular follow-up
•  Follow up regularly",
Delerium,demo_case,icd_code,,,count_occurence,R56.0,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Problems with memory and orientation, Mood or behavioural problems , Loss of emotional control, Difficulties in carrying out usual activities",•  CONSULT A SPECIALIST,
Dementia,demo_case,icd_code,,,count_occurence,F03,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Problems with memory and orientation, Mood or behavioural problems , Loss of emotional control, Difficulties in carrying out usual activities",•  CONSULT A SPECIALIST,
Alcohol Intoxication,demo_case,icd_code,,,count_occurence,F10.0,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"A strong desire or sense of compulsion to take alcohol, Difficulties in controlling alcohol use in terms of its onset, termination or levels of use, A physiological withdrawal state when alcohol use has ceased or been reduced, as shown by the characteristic withdrawal syndrome for alcohol; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of alcohol are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of alcohol use, increased amount of time necessary to obtain or take alcohol or to recover from its effects, Alcohol use persisting despite clear evidence of overtly harmful consequences, such as harm to the liver, depressive mood states, or impairment of cognitive functioning","•  State clearly the results of alcohol use assessment and explain the links between this level of alcohol use, the person's health problems, and the short-term and long-term risks of continuing use at the current level
•  Ask about other substance use
•  Have a short discussion about the person's reasons for their alcohol use
•  State clearly the recommendation to either cut down to safer levels or stop using alcohol completely and your willingness to help the person to do so
•  If the person is willing to try to cut down or stop using alcohol, then discuss ways of
achieving this objective
•  If not, communicate confidently that it is possible to stop or reduce hazardous or harmful alcohol use and encourage the person to come back if he or she wants to discuss the issue further
•  Follow up at the next opportunity
•  Seek specialist advice as needed for people with ongoing harmful use of alcohol MOH have failed to respond to brief interventions",
Alcohol Withdrawal,demo_case,icd_code,,,count_occurence,F10.3,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"A strong desire or sense of compulsion to take alcohol, Difficulties in controlling alcohol use in terms of its onset, termination or levels of use, A physiological withdrawal state when alcohol use has ceased or been reduced, as shown by the characteristic withdrawal syndrome for alcohol; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of alcohol are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of alcohol use, increased amount of time necessary to obtain or take alcohol or to recover from its effects, Alcohol use persisting despite clear evidence of overtly harmful consequences, such as harm to the liver, depressive mood states, or impairment of cognitive functioning","•  Treat immediately with diazepam
•  Treat in hospital or detoxification centre if available

If withdrawal is complicated by delirium:
•  Treat the withdrawal with diazepam
•  Manage in a safe environment
•  Keep well hydrated
•  If delirium or hallucinations persist despite treatment of other withdrawal symptoms, then consider using antipsychotics such as haloperidol 2.5 •  5 mg orally up to 3 times daily

If withdrawal is complicated by a seizure, treat with diazepam in the first instance and do not use anticonvulsants to prevent further seizures",
Harmful Use Of Alcohol,demo_case,icd_code,,,count_occurence,F10.1,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"A strong desire or sense of compulsion to take alcohol, Difficulties in controlling alcohol use in terms of its onset, termination or levels of use, A physiological withdrawal state when alcohol use has ceased or been reduced, as shown by the characteristic withdrawal syndrome for alcohol; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of alcohol are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of alcohol use, increased amount of time necessary to obtain or take alcohol or to recover from its effects, Alcohol use persisting despite clear evidence of overtly harmful consequences, such as harm to the liver, depressive mood states, or impairment of cognitive functioning","•  State clearly the results of alcohol use assessment and explain the links between this level of alcohol use, the person's health problems, and the short-term and long-term risks of continuing use at the current level
•  Ask about other substance use
•  Have a short discussion about the person's reasons for their alcohol use
•  State clearly the recommendation to either cut down to safer levels or stop using alcohol completely and your willingness to help the person to do so
•  If the person is willing to try to cut down or stop using alcohol, then discuss ways of
achieving this objective
•  If not, communicate confidently that it is possible to stop or reduce hazardous or harmful alcohol use and encourage the person to come back if he or she wants to discuss the issue further
•  Follow up at the next opportunity
•  Seek specialist advice as needed for people with ongoing harmful use of alcohol MOH have failed to respond to brief interventions",
Alcohol Dependence,demo_case,icd_code,,,count_occurence,F10.2,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"A strong desire or sense of compulsion to take alcohol, Difficulties in controlling alcohol use in terms of its onset, termination or levels of use, A physiological withdrawal state when alcohol use has ceased or been reduced, as shown by the characteristic withdrawal syndrome for alcohol; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of alcohol are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of alcohol use, increased amount of time necessary to obtain or take alcohol or to recover from its effects, Alcohol use persisting despite clear evidence of overtly harmful consequences, such as harm to the liver, depressive mood states, or impairment of cognitive functioning","•  State clearly the results of the assessment, and explain both the short-term and long-term risks of continuing use at the current level
•  Have a short discussion about the person's motivations for their alcohol use
•  Advise complete cessation of alcohol
•  Advise daily consumption of thiamine 100 mg
•  If the person is willing to try to stop using alcohol, facilitate alcohol cessation.
•  Determine the appropriate setting to cease alcohol
•  Plan the cessation of alcohol
•  Arrange detoxification if necessary
•  During detoxification, treat withdrawal symptoms with diazepam
•  After detoxification, prevent relapse with medication (naltrexone, acamprosate or disulfiram), if available
•  Assess and treat any medical or psychiatric co-morbidity, ideally after 2 •  3 weeks of abstinence as some problems will resolve with abstinence.
•  Consider referral to a self-help group (such as Alcoholics Anonymous), or a residential therapeutic community
•  DO NOT administer punishment in the name of treatment
•  Address housing and employment needs
•  Provide information and support to person, carers and family members
•  If available, provide psychosocial interventions such as family counselling or therapy, problem-solving counselling or therapy, cognitive behavioural therapy, motivational enhancement therapy, or contingency management therapy
•  Consider referral to a specialized treatment facility
•  Follow up as needed, frequently initially
•  Seek specialist support as needed",
Opioid Or Other Sedative Overdose,demo_case,icd_code,,,count_occurence,X61,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Strong desire or sense of compulsion to take drugs, Difficulties in controlling drug use in terms of its onset, termination or levels of use, A physiological withdrawal state when drug use has ceased or been reduced, as shown by the characteristic drug-withdrawal syndrome; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of the substance are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of drug use, increased amount of time necessary to obtain or take drug or to recover from its effects, Drug use persisting, despite clear evidence of overtly harmful consequences","If:
•  Respiratory rate< 10 OR
•  Oxygen saturation< 92 %

Then:
•  Treat airway, breathing and circulation
•  Naloxone 0.4 mg subcutaneous, i.m. or i.v. (for opioid overdose •  but ineffective for other sedative overdose),repeat if necessary
•  Observe for 1 •  2 hours after naloxone administration
•  For overdoses due to long acting opioids •  transport to hospital for naloxone infusion or ventilatory support

If unresponsive to naloxone
•  Provide airway and ventilatory support and transport to hospital",
Cocaine Or Amphetamine-Type Stimulant Intoxication Or Overdose,demo_case,icd_code,,,count_occurence,X62,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Strong desire or sense of compulsion to take drugs, Difficulties in controlling drug use in terms of its onset, termination or levels of use, A physiological withdrawal state when drug use has ceased or been reduced, as shown by the characteristic drug-withdrawal syndrome; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of the substance are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of drug use, increased amount of time necessary to obtain or take drug or to recover from its effects, Drug use persisting, despite clear evidence of overtly harmful consequences","•  Give diazepam in titrated doses until the person is calm and lightly sedated
•  If psychotic symptoms do not respond to benzodiazepines, then consider using short-term •  antipsychotics
•  DO NOT commence long-term antipsychotics.loading
•  Monitor blood pressure, pulse rate, respiratory rate, temperature every 2 •  4 hours
•  If the person complains of chest pain, if tachyarrhythmias are present or if the person becomes violent or unmanageable, transfer the person to hospital
•  During the post-intoxication phase •  be alert for suicidal thoughts or actions",
Opioid Withdrawal,demo_case,icd_code,,,count_occurence,F11.3,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Strong desire or sense of compulsion to take drugs, Difficulties in controlling drug use in terms of its onset, termination or levels of use, A physiological withdrawal state when drug use has ceased or been reduced, as shown by the characteristic drug-withdrawal syndrome; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of the substance are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of drug use, increased amount of time necessary to obtain or take drug or to recover from its effects, Drug use persisting, despite clear evidence of overtly harmful consequences","•  Treat with reducing doses of opioids (methadone, buprenorphine) or alpha-adrenergic agents (clonidine, lofexidine) using either supervised dosing or daily dispensing
•  Treat specifi c symptoms as needed (diarrhoea, vomiting, muscle pain, insomnia)
•  Consider starting opioid agonist maintenance treatment
•  Oral or i.v. rehydration, if necessary",
Drug Dependence,demo_case,icd_code,,,count_occurence,F11.2,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Strong desire or sense of compulsion to take drugs, Difficulties in controlling drug use in terms of its onset, termination or levels of use, A physiological withdrawal state when drug use has ceased or been reduced, as shown by the characteristic drug-withdrawal syndrome; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of the substance are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of drug use, increased amount of time necessary to obtain or take drug or to recover from its effects, Drug use persisting, despite clear evidence of overtly harmful consequences","•  State clearly the diagnosis and inform about the risks of short-term and long-term harm.
•  Explore the person's reasons for their drug use, using brief intervention techniques
•  Advise the person to stop using the substance completely and indicate the intention to support the person in doing so
•  Ask the person if they are ready to try to stop using the substance

Cannabis or Stimulant Dependence
•  Provide a more intensive brief intervention (i.e., up to 3 sessions, each lasting up to 45 minutes)
•  Treat withdrawal symptoms
•  Arrange detoxification service if necessary

Opioid dependence
•  Assess severity of dependence
•  In most cases, advise opioid agonist maintenance treatment (also known as opioid-substitutiontherapy, OST). Provide or refer for OST, if available
•  Arrange planned detoxification if requested

Benzodiazepine dependence
•  Gradual reduction of benzodiazepines with supervised dispensing or more rapid reduction ofbenzodiazepines in an in-patient setting

IN ALL CASES
•  Consider referral to self-help groups, and rehabilitation / therapeutic communities
•  Address housing and employment needs
•  Provide information and support to person, carers and family members
•  If available, provide psychosocial interventions, such as family counselling or therapy, problem-solving counselling or therapy, cognitive behavioural therapy, motivational enhancement therapy, contingency management therapy",
Risk Of Self-Harm Or Suicide,demo_case,icd_code,,,count_occurence,R45.8,jor,mhgap,intro./visit_type:new,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Strong desire or sense of compulsion to take drugs, Difficulties in controlling drug use in terms of its onset, termination or levels of use, A physiological withdrawal state when drug use has ceased or been reduced, as shown by the characteristic drug-withdrawal syndrome; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of the substance are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of drug use, increased amount of time necessary to obtain or take drug or to recover from its effects, Drug use persisting, despite clear evidence of overtly harmful consequences","If person requires urgent medical treatment for act of self-harm
•  Medically treat injury or poisoning.loading
•  If Acute Pesticide Intoxication, follow Pesticide Intoxication Management

In all cases:
•  Place the person in a secure and supportive environment at the health facility while being assessed (do not leave them alone)
•  Care for the person with self-harm
•  Offer and activate psychosocial support
•  Consult mental health specialist if available
•  Maintain regular contact and follow-up",
Severe Pneumonia Or Very Severe Disease,demo_case,icd_code,,1,count_occurence,J18.8,jor,imci,intro./visit_type:new,Suspected,IMCI Guidelines,http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf,None,IMCI Guidelines,,"Chest indrawing, Stridor, Wheezing, None of the above","•  Give first dose of an appropriate antibiotic 
•  Refer URGENTLY to hospital",
Pneumonia,demo_case,icd_code,,1,count_occurence,J18.9,jor,imci,intro./visit_type:new,Suspected,IMCI Guidelines,http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf,None,IMCI Guidelines,,"Chest indrawing, Stridor, Wheezing, None of the above"," •  Give oral Amoxicillin for 5 days
•  If wheezing (or disappeared after rapidly acting bronchodilator) give an inhaled bronchodilator for 5 days
•  If chest indrawing in HIV exposed/infected child, give first dose of amoxicillin and refer.
•  Soothe the throat and relieve the cough with a safe remedy
•  If coughing for more than 14 days or recurrent wheeze, refer for possible TB or asthma assessment
•  Advise mother when to return immediately Follow-up in 3 days 
•  Refer URGENTLY to hospital",
Cough Or Cold,demo_case,icd_code,,1,count_occurence,J00,jor,imci,intro./visit_type:new,Suspected,IMCI Guidelines,http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf,None,IMCI Guidelines,,"Chest indrawing, Stridor, Wheezing, None of the above","•  If wheezing (or disappeared after rapidly acting bronchodilator) give an inhaled bronchodilator for 5 days
•  Soothe the throat and relieve the cough with a safe remedy
•  If coughing for more than 14 days or recurrent wheezing, refer for possible TB or asthma assessment
•  Advise mother when to return immediately Follow-up in 5 days if not improving",
Severe Dehydration,demo_case,icd_code,,1,count_occurence,R57.1,jor,imci,intro./visit_type:new,Suspected,IMCI Guidelines,http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf,None,IMCI Guidelines,,"Duration, Skin pinch, is lethargic or unconscious, is restless and irritable, is not able to drink or drinking poorly, is drinking eagerly, thirsty","•  If child has no other severe classification:
•  Give fluid for severe dehydration (Plan C)

OR

•  If child also has another severe classification:
•  Refer URGENTLY to hospital with mother giving frequent sips of ORS on the way Advise the mother to continue breastfeeding
•  If child is 2 years or older and there is cholera in your area, give antibiotic for cholera",
Some Dehydration,demo_case,icd_code,,1,count_occurence,E86,jor,imci,intro./visit_type:new,Suspected,IMCI Guidelines,http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf,None,IMCI Guidelines,,"Duration, Skin pinch, is lethargic or unconscious, is restless and irritable, is not able to drink or drinking poorly, is drinking eagerly, thirsty","•  Give fluid, zinc supplements, and food for some dehydration (Plan B)
•  If child also has a severe classification:
•  Refer URGENTLY to hospital with mother giving frequent sips of ORS on the way  
•  Advise the mother to continue breastfeeding
•  Advise mother when to return immediately 
•  Follow-up in 5 days if not improving",
Severe Persistent Diarrhoea,demo_case,icd_code,,1,count_occurence,K52,jor,imci,intro./visit_type:new,Suspected,IMCI Guidelines,http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf,None,IMCI Guidelines,,"Duration, Skin pinch, is lethargic or unconscious, is restless and irritable, is not able to drink or drinking poorly, is drinking eagerly, thirsty","•  Treat dehydration before referral unless the child has another severe classification
•  Refer to hospital",
Persistent Diarrhoea,demo_case,icd_code,,1,count_occurence,K52.9,jor,imci,intro./visit_type:new,Suspected,IMCI Guidelines,http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf,None,IMCI Guidelines,,"Duration, Skin pinch, is lethargic or unconscious, is restless and irritable, is not able to drink or drinking poorly, is drinking eagerly, thirsty","•   Advise the mother on feeding a child MOH has PERSISTENT DIARRHOEA
•   Give multivitamins and minerals (including zinc) for 14 days 
•   Follow-up in 5 days",
