"id","name","type","form","multiple_link","db_column","alert","alert_type","method","condition","category","calculation","disregard","calculation_group","calculation_priority","classification_casedef","source","source_link","alert_desc","case_def","risk_factors","symptoms","labs_diagnostics",,
"cmd_8","Brucellosis","case","demo_case",,"icd_code",1,"individual","match","A23,A23.0,A23.1,A23.2,A23.3,A23.8,A23.9","cd_tab,Certain zoonotic bacterial diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description  
An illness characterized by acute or insidious onset, with continued, intermittent or irregular fever of variable duration, profuse sweating particularly at night, fatigue, anorexia, weight loss, headache, arthralgia and generalized aching.  Local infection of various organs may occur. 

Probable case
• the person who experienced a continuous or intermittent or irregular fever and last for variable periods
• the following symptoms: headache, general weakness, profuse perspiration, chills, pain in the joints, depression, weight loss

Confirmed case 
A clinically compatible case that is laboratory confirmed. ","consumption of unpasteurised goat cheese, occupations who work with animals or come into contact with infected blood  e.g. dairy farmers, slaughterhouse workers","Headache, general weakness, profuse perspiration, chills, pain in the joints, depression, weight loss","Any one of the following: 
• Isolation of Brucella species from a clinical specimen  
• Four-fold or greater rise in Brucella agglutination titre between acute- and convalescent-phase serum specimens ",,
"cmd_9","Leprosy","case","demo_case",,"icd_code",1,"individual","match","A30,A30.0,A30.1,A30.2,A30.3,A30.4,A30.5,A30.8,A30.9","cd_tab,Other bacterial diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description 
Leprosy is a chronic granulomatous infection, primarily affecting skin and peripheral nerves, caused by Mycobacterium leprae.  Clinical forms of leprosy represent a spectrum reflecting the cellular immune response and reaction to M. leprae.  The clinical diagnosis of leprosy is based on the following cardinal signs: anaesthesia, thickened nerves and typical skin lesions. 
 
Probable case 
• Tuberculoid: one or a few well-demarcated, hypopigmented, and anesthetic skin lesions, frequently with active, spreading edges and a clearing center; peripheral nerve swelling or thickening may also occur 
• Lepromatous: a number of erythematous papules and nodules or an infiltration of the face, hands, and feet with lesions in a bilateral and symmetrical distribution that progress to thickening of the skin 
• Borderline (dimorphous): pink lesions characteristic of both the tuberculoid and lepromatous forms 
• Indeterminate: early lesions, usually hypopigmented macules, without developed tuberculoid or lepromatous features 

Confirmed case 
A person with at least two cardinal signs and laboratory confirmed. ","Close contact with someone with leprosy, Displacement, Overcrowding conditions","Leprosy patches (can be pale or reddish or copper colored; flat or raised; do not itch; usually do not hurt; lack sensation to heat, touch or pain; can appear anywhere), Reddish or skin-colored nodules, Smooth and shiny diffuse thickening of skin without a loss of sensation, Numbness or tingling of the hands or feet, Weakness of the hands, feet or eyelids, Painful or tender nerves, Swelling of or lumps in the face or earlobes, Painless wounds or burns on the hands or feet","• Multibacillary leprosy: demonstration of acid-fast bacilli in skin or dermal nerve, obtained either by skin biopsy, slit skin smear examination or nerve biopsy of a lepromatous lesion.
• Paucibacillary leprosy: characteristic presence of epithelioid cell granulomas within or around peripheral nerves.",,
"cmd_10","Tetanus","case","demo_case",,"icd_code",1,"individual","match","A33,A34,A35","cd_tab,Other bacterial diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description  
Tetanus is characterized by acute onset of hypertonia and/or painful muscular contractions, usually of the muscles of the jaw and neck, and generalized muscle spasms without other apparent medical cause.  

Probable case
A person with at least one of the following signs: inability to open the mouth or sustained spasm of the facial muscles; OR painful muscular contractions. Tetanus requires an injury or wound, but patients may be unable to recall a specific event.
  
Confirmed case 
A clinically compatible case as reported by a healthcare professional. ","Injury or wound, potential unsterile cord cutting (pregnant women during delivery)","Inability to open mouth, sustained spasm of the facial muscles including the jaw, painful muscular contractions, inability to breastfeed (newborn), stiff body or arch (newborn), inability to breathe","Not applicable.  The organism is rarely recovered from the site of infection and usually there is no detectable antibody response.",,
"cmd_11","Diphtheria","case","demo_case",,"icd_code",1,"individual","match","A36,A36.0,A36.1,A36.2,A36.3,A36.8,A36.9","cd_tab,Other bacterial diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description 
An upper respiratory tract illness characterized by sore throat, low-grade fever, and adherent membrane of the tonsil(s), pharynx, and/or nose without other apparent cause

Probable case
A clinically compatible illness.

Confirmed case 
A clinically compatible illness that is EITHER  
• Laboratory confirmed; OR 
• Epidemiologically linked to a confirmed case ","Exposure to a case of diphtheria","Fever, Running nose, Cough, Adherent membrane (tough, grayish-white color) of the nose, pharynx, tonsils or larynx, Inflammation of cervical lymph nodes and surrounding tissue",,,"Isolation of Corynebacterium diphtheria from the nose or throat OR histopathologic diagnosis of diphtheria OR an epidemiologic linkage to a laboratory-confirmed case of diphtheria"
"cmd_12","Whooping cough","case","demo_case",,"icd_code",1,"individual","match","A37,A37.0,A37.1,A37.8,A37.9","cd_tab,Other bacterial diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description 
A cough illness lasting at least 2 weeks with one of the following: paroxysms of coughing, inspiratory “whoop”, or post-tussive vomiting, and without other apparent causes. 

Probable case
A case that meets the clinical description, but is not laboratory confirmed, and is not epidemiologically-linked to a laboratory confirmed case. 

Confirmed case 
Any one of the following: 
• An acute cough illness of any duration associated with B. pertussis isolation or positive PCR for B. pertussis  
• A case that meets the clinical description and is epidemiologically-linked to a case confirmed by either culture or PCR. ","Exposure to a case of pertussis","Cough lasting at least 2 weeks, paroxysms of coughing, inspiratory whoop,posttussive vomiting","• Isolation of Bordetella pertussis from a clinical specimen, or  
• Positive polymerase chain reaction (PCR) assay for B. pertussis ",,
"cmd_13","Scarlet fever","case","demo_case",,"icd_code",1,"individual","match","A38","cd_tab,Other bacterial diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","International Classification of Disease (ICD-10)",,,,,
"cmd_14","Meningitis","case","demo_case",,"icd_code",1,"individual","match","A39,A39.0,A39.1,A39.2,A39.3,A39.4,A39.5,A39.8,A39.9","cd_tab,Other bacterial diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description  
An acute bacterial disease, characterized by sudden onset of fever (>38.0 degrees Celsius axillary or >38.5 degrees Celsius rectal) AND ONE of the following signs: neck stiffness; altered consciousness; petechial or purpural rash, or other meningeal signs. In children <1 year, meningitis is suspected when fever is accompanied by a bulging fontanelle.

Probable case  
A clinically compatible illness with Gram-negative diplococci identified in any sterile fluids such as CSF.

Confirmed case 
 A clinically compatible case that is laboratory confirmed ","Close and prolonged contact with individual suspected of having meningitis, High rates of acute respiratory infection (ARI), Overcrowding conditions, Other","Sudden onset of intense headache, Suddepn onset of fever, Sudden onset of nausea, Sudden onset of vomiting, Sudden onset of photophobia, Sudden onset of stiff neck, Lethargy, Delirium, Coma, Purpura, Shock symptoms, Other","Conduct lumbar puncture of first 25 cases during an epidemic to confirm diagnosis and serogroup",,
"cmd_15","Syphilis","case","demo_case",,"icd_code",1,"individual","match","A53,A53.0,A53.9","cd_tab,Infections with a predominantly sexual mode of transmission",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","International Classification of Disease (ICD-10)",,,,,
"cmd_16","Gonorrhoea","case","demo_case",,"icd_code",1,"individual","match","A54,A54.0,A54.1,A54.2,A54.3,A54.4,A54.5,A54.6,A54.8,A54.9","cd_tab,Infections with a predominantly sexual mode of transmission",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","International Classification of Disease (ICD-10)",,,,,
"cmd_17","Relapsing fevers","case","demo_case",,"icd_code",1,"individual","match","A68,A68.0,A68.1,A68.9","cd_tab,Other spirochaetal diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","International Classification of Disease (ICD-10)",,,,,
"cmd_18","Typhus fever","case","demo_case",,"icd_code",1,"individual","match","A75,A75.0,A75.1,A75.2,A75.3,A75.9","cd_tab,Rickettsioses",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description
Rickettsial diseases are caused by a group of Gram-negative obligate intracellular bacteria in the family Rickettsiaceae. They are primarily vector-borne diseases – transmitted by the bite or faeces of infected arthropod vectors.  

The affected patients usually presents sudden headache, chills, high fever, prostration, coughing and severe muscular pain. After 5 to 6 days, a macular skin eruption (dark spots) develop on the upper trunk and spreads to the rest of the body.

Probable case 
A clinically compatible case with supportive laboratory findings: 
Immunofluorescence test demonstrating a single antibody titre against Typhus group ≥ 512 

Confirmed case 
 A clinically compatible case that is laboratory confirmed.  ","Cold, mountainous conditions, Overcrowded living conditions, Displacement, Exposure to lice","Headache, Chills, High fever , Prostration, Coughing, Severe muscular pain, Macular skin eruption (dark spots) on upper trunk or other areas of the body)","Any one of the following:  
• Immunofluorescence test demonstrating a four-fold or greater increase in antibody titre against typhus group 
• Polymerase chain reaction assay demonstrating the presence of the genome of Rickettsia in the blood specimen",,
"cmd_19","Polio","case","demo_case",,"icd_code",1,"individual","match","A80,A80.0,A80.1,A80.2,A80.3,A80.4,A80.9","cd_tab,Viral infections of the central nervous system",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description
Acute flaccid paralysis (AFP) is defined as acute onset of focal weakness or paralysis characterized as flaccid (reduced muscle tone).  The AFP surveillance has been set up primarily for detecting acute poliomyelitis among children under 15 years of age. 

Probable case
Any child <15 years with acute flaccid paralysis including Guillain-Barre syndrome OR any paralytic illness in a person of any age OR a person of any age in whom the clinician suspects polio.","Age (children under 5), contaminated water sources, another case of AFP reported in the same area","Asymptomatic, fever, fatigue, headache, vomiting, stiffness in the neck, pain in limbs","Stool sample taken 24 hours apart within 14 days of onset of paralysis",,
"cmd_20","Rabies","case","demo_case",,"icd_code",1,"individual","match","A82,A82.0,A82.1,A82.9","cd_tab,Viral infections of the central nervous system",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description 
Rabies is an acute encephalomyelitis that almost always progresses to coma or death within 10 days of the first symptoms.  Onset with headache, fever, malaise and sensory changes referred to the bite wound.  The disease progresses to paresis or paralysis, spasm of muscles of deglutition on attempts to swallow leads to fear of water (hydrophobia), delirium and convulsion.  Death is often due to respiratory paralysis.  

Probable case 
A clinically compatible illness plus history of contact with a suspected rabid animal or epidemiologically linked to a confirmed case. 

Confirmed case 
 A clinically compatible illness that is laboratory confirmed.   ","Exposure to rabies-carrying vectors (e.g. bats, etc.)","Spasms in response to tactile, auditory, visual or olfactory stimuli, Paralysis or Guillan-Barre-like syndrome, Myoedema at percussion sites, Encephalitis","Antigen detection using the FA test on skin biopsies from patients with clinical rabies, virus isolation using neuroblastoma cells (preferably performed on saliva samples or other biological fluids such as tears or cerebrospinal fluid), RFFIT or FAVN test antibody tests for non-vaccinated patients",,
"cmd_21","Viral meningitis","case","demo_case",,"icd_code",1,"individual","match","A87,A87.0,A87.1,A87.2,A87.8,A87.9","cd_tab,Viral infections of the central nervous system",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description  
An acute bacterial disease, characterized by sudden onset of fever (>38.0 degrees Celsius axillary or >38.5 degrees Celsius rectal) AND ONE of the following signs: neck stiffness; altered consciousness; petechial or purpural rash, or other meningeal signs. In children <1 year, meningitis is suspected when fever is accompanied by a bulging fontanelle.

Probable case  
A clinically compatible illness with Gram-negative diplococci identified in any sterile fluids such as CSF.

Confirmed case 
 A clinically compatible case that is laboratory confirmed ","Close and prolonged contact with individual suspected of having meningitis, High rates of acute respiratory infection (ARI), Overcrowding conditions, Other","Sudden onset of intense headache, Suddepn onset of fever, Sudden onset of nausea, Sudden onset of vomiting, Sudden onset of photophobia, Sudden onset of stiff neck, Lethargy, Delirium, Coma, Purpura, Shock symptoms, Other","Conduct lumbar puncture of first 25 cases during an epidemic to confirm diagnosis and serogroup",,
"cmd_22","Dengue Fever","case","demo_case",,"icd_code",1,"individual","match","A90,A91","cd_tab,Arthropod-borne viral fevers and viral haemorrhagic fevers",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description
Dengue fever is an acute febrile illness with two or more of the following symptoms: headache, retro-orbital pain, myalgia, arthralgia, rash, haemorrhagic manifestations, leukopenia or thrombocytopenia

Probable case
A clinically compatible case with supportive serology: 
• A positive IgM antibody test on a single serum specimen to dengue virus antigens; OR 
• Antibody titre of ≥ 1280 on a single serum specimen to one or more dengue virus antigens 

Confirmed case
A clinically compatible case with laboratory confirmation.","Living or travelling in tropical areas, prior infection with a dengue fever virus","Headache, retro-orbital pain, myalgia, arthralgia, rash, haemorrhagic manifestations, leukopenia or thrombocytopenia","Any one of the following:  
• Isolation of dengue virus from serum and/or autopsy samples 
• Demonstration of a four-fold or greater change in antibody titres to one or more dengue virus antigens in paired serum samples 
• Detection of dengue virus genomic sequences in autopsy tissue or serum samples by polymerase chain reaction (PCR) 
• Demonstration of dengue virus antigen in serum samples ",,
"cmd_23","Yellow fever","case","demo_case",,"icd_code",1,"individual","match","A95,A95.0,A95.1,A95.9","cd_tab,Arthropod-borne viral fevers and viral haemorrhagic fevers",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description 
A mosquito-borne viral illness characterized by acute onset and constitutional symptoms followed by brief remission and recurrence of fever, hepatitis, albuminuria, and in some instances, renal failure, shock, and generalized haemorrhages. 

Probable case 
A clinically compatible illness with supportive serology. (Stable elevated antibody titre to yellow fever virus, or a positive IgM result.  Cross-reactive serologic reactions to other flaviviruses must be ruled out, and there must be no history of yellow fever immunization.) 

Confirmed case
A clinically compatible illness that is laboratory confirmed.  ","Travel to an area where mosquitoes continue to carry the yellow fever virus","Fever, hepatitis, albuminuria, renal failure, shock, haemorrhage","• Four-fold or greater rise in yellow fever antibody titre with no history of recent yellow fever immunization, and cross-reactions to other flaviviruses ruled out; OR  
• Demonstration of yellow fever virus, antigen, or genome in tissue, blood, or other body fluid  ",,
"cmd_24","Viral haemorrhagic fever","case","demo_case",,"icd_code",1,"individual","match","A98,A98.0,A98.1,A98.2,A98.3,A98.5,A98.8,A99","cd_tab,Arthropod-borne viral fevers and viral haemorrhagic fevers",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description 
Viral haemorrhagic fever (VHF) refers to a group of systemic mild to life-threatening viral infection often complicated by haemorrhagic syndromes. Initial symptoms include marked fever, malaise, dizziness, myalgia, loss of strength, and exhaustion. Severe cases may show signs of bleeding under the skin, in internal organs, or from body orifices like the mouth, eyes, or ears. Some cases may even show shock, nervous system malfunction, coma, delirium, and seizures.  

Probable case 
A clinically compatible case with any one of the following epidemiological evidence: 
• History of travel to an endemic/epidemic area within the incubation period of illness onset, or 
• Contact with a confirmed case, or 
• Exposure to viral haemorrhagic fever infected blood or tissues 

Confirmed case 
A case that is laboratory confirmed. ","Acute onset of fever, haemorrhagic or purpuric rash, bleeding from the nose, vomiting blood, coughing up blood, blood in stools, other haemorrhagic symptoms","Reside in or move to an endemic area, exposure to vectors (ticks, rodents, livestock, mosquitoes, camels, horses etc.)","Any one of the following: 
• Isolation of a viral haemorrhagic fever virus from a clinical specimen 
• Detection of specific virus by nucleic acid testing (e.g. PCR), antigen detection assay, or electronic microscopy from a clinical specimen 
• IgG seroconversion or a fourfold or greater rise in titre to specific virus",,
"cmd_25","Ebola virus disease","case","demo_case",,"icd_code",1,"individual","match","A98.4","cd_tab,Arthropod-borne viral fevers and viral haemorrhagic fevers",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description 
Viral haemorrhagic fever (VHF) refers to a group of systemic mild to life-threatening viral infection often complicated by haemorrhagic syndromes. Initial symptoms include marked fever, malaise, dizziness, myalgia, loss of strength, and exhaustion. Severe cases may show signs of bleeding under the skin, in internal organs, or from body orifices like the mouth, eyes, or ears. Some cases may even show shock, nervous system malfunction, coma, delirium, and seizures.  

Probable case 
A clinically compatible case with any one of the following epidemiological evidence: 
• History of travel to an endemic/epidemic area within the incubation period of illness onset, or 
• Contact with a confirmed case, or 
• Exposure to viral haemorrhagic fever infected blood or tissues 

Confirmed case 
A case that is laboratory confirmed. ","Acute onset of fever, haemorrhagic or purpuric rash, bleeding from the nose, vomiting blood, coughing up blood, blood in stools, other haemorrhagic symptoms","Reside in or move to an endemic area, exposure to vectors (ticks, rodents, livestock, mosquitoes, camels, horses etc.)","Any one of the following: 
• Isolation of a viral haemorrhagic fever virus from a clinical specimen 
• Detection of specific virus by nucleic acid testing (e.g. PCR), antigen detection assay, or electronic microscopy from a clinical specimen 
• IgG seroconversion or a fourfold or greater rise in titre to specific virus",,
"cmd_26","Chicken pox","case","demo_case",,"icd_code",,"individual","match","B01,B01.0,B01.1,B01.2,B01.8,B01.9","cd_tab,Viral infections characterized by skin and mucous membrane lesions",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description 
An illness with acute onset of diffuse (generalized) papulovesicular rash without other apparent cause. In vaccinated persons who develop chickenpox more than 42 days after vaccination (breakthrough disease), the disease is usually mild with fewer than 50 skin lesions and shorter duration of illness. The rash may also be atypical in appearance (maculopapular with few or no vesicles). 

Probable case 
A case that meets the typical clinical description, is not laboratory confirmed and is not epidemiologically linked to a confirmed case; OR 

Confirmed case 
A clinically compatible illness that is EITHER  
• Laboratory confirmed; OR 
• Epidemiologically linked to a confirmed case ","Direct contact with the symptomatic person with rash or by droplets dispersed into the air by coughing or sneezing","acute onset, diffuse (generalized) papulovesicular rash without other apparent cause","Any one of the following:  
• Isolation of varicella zoster virus from a clinical specimen 
• Demonstration of four-fold or greater rise in antibody titre 
• Demonstration of viral antigen in vesicular scrapings using fluorescent-antibody staining 
• Positive PCR for varicella zoster virus in clinical specimen ",,
"cmd_27","Measles","case","demo_case",,"icd_code",1,"individual","match","B05,B05.0,B05.1,B05.2,B05.3,B05.4,B05.8,B05.9","cd_tab,Viral infections characterized by skin and mucous membrane lesions",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description  
An illness characterised by all the following: 
• a generalized rash lasting ≥ 3 days, 
• a temperature ≥ 38.3oC and  
• cough, coryza or conjunctivitis 
 
Probable case
Any person with fever AND maculopapular (non-vesicular) rash AND ONE of the following: cough, runny nose or red eyes; OR any person in whom a clinician suspects measles. A measles death is a death occurring within 30 days of onset of the rash.

Confirmed case 
• A case that is laboratory confirmed. A laboratory confirmed case does not need to meet the clinical case definition; OR 
• A clinically compatible case that is epidemiologically linked to a confirmed case ","Age (children between 9 months and 5 years), overcrowding conditions, measles immunization coverage rate known to be <80% in area of origin/residence, malnutrition","High fever, rash, runny nose, cough, conjunctivitis, Koplik spots (small white spots on buccal mucosa), red maculopapular (blotchy) rash 3 to 7 days after onset starting behind the ears and hairline","Any one of the following: 
• Positive serologic test for measles IgM antibody  
• ≥ four-fold increase in measles antibody titre  
• Isolation of measles virus from a clinical specimen 
• PCR positive for measles virus in clinical specimen ",,
"cmd_28","Rubella","case","demo_case",,"icd_code",1,"individual","match","B06,B06.0,B06.8,B06.9","cd_tab,Viral infections characterized by skin and mucous membrane lesions",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description
In the absence of a more likely diagnosis, an illness characterized by all of the following:
• Acute onset of generalized maculopapular rash; and
• Temperature greater than 37.2° C, if measures; and
• Anthralgia, arthritis, lymphadenopathy, or conjunctivitis; and
• Lack of epidemiologic linkage to a laboratory-confirmed case of rubella; and noncontributory or no serologic or virologic testing.
 
Probable case  
A probable case of rubella is a case that meets the clinical description, and has no or non-contributory serologic or virologic testing, and is not epidemiologically linked to a laboratory confirmed case. 

 Confirmed case 
A confirmed case of rubella is: 
• A case that is laboratory confirmed; OR  
• A case that meets the clinical description and is epidemiologically linked to a confirmed case ","Exposure to individual with suspected rubella or cold-like symptoms and rash","Low-grade fever, Headache, Malaise, Mild coryza, Conjunctivitis, Postauricular, occipital and posterior cervical lymphadenopathy, Rash, Arthralgia, Arthritis, Thrombocytopenic purpura, Encephalitis","Any of the following: 
• Isolation of rubella virus  
• Positive serological test for rubella IgM antibody  
• Positive PCR for rubella virus in clinical specimen 
• Four-fold increase between acute and convalescent phase titres in rubella antibody level by any standard serological assay; OR, for Congenital Rubella Syndrome, infant rubella antibody level that persists longer than expected from passive transfer of maternal antibody ",,
"cmd_29","Hepatitis","case","demo_case",,"icd_code",1,"individual","match","B15,B15.0,B15.9,B16,B16.0,B16.1,B16.2,B16.9,B17,B17.0,B17.1,B17.2,B17.8,B17.9,B18,B18.0,B18.1,B18.2,B18.8,B18.9,B19,B19.0,B19.9","cd_tab,Viral hepatitis",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description 
Viral hepatitis is characterized by features of an acute infectious hepatitis including fever, malaise, anorexia, nausea, abdominal discomfort, dark urine, and jaundice. 
 
Probable case
Any person with acute onset of jaundice (yellowing of whites of eyes or skin or dark/brown urine) AND severe illness with or without fever AND the absence of any known precipitating factors. Acute hepatitis often presents as acute jaundice syndrome.

Confirmed case 
A clinically compatible illness with laboratory confirmation","Endemic Hepatitis A, contaminated water sources, contaminated food sources","Asymptomatic, jaundice, dark urine, anorexia, malaise, extreme fatigue, pain in upper right quadrant","Hepatitis A   anti-HAV IgM positive 
Hepatitis B   IgM anti-HBc positive 
Hepatitis C   anti-HCV or HCV-RNA PCR positive  
Hepatitis D   anti-HDV positive  
Hepatitis E  anti-HEV and anti-HEV IgM positive or HEV PCR positive ",,
"cmd_30","HIV","case","demo_case",,"icd_code",1,"individual","match","B20,B20.0,B20.1,B20.2,B20.3,B20.4,B20.5,B20.6,B20.7,B20.8,B20.9,B21,B21.0,B21.1,B21.2,B21.3,B21.7,B21.8,B21.9,B22,B22.0,B22.1,B22.2,B22.7,B23,B23.0,B23.1,B23.2,B23.8,B24","cd_tab,Human immunodeficiency virus [HIV] disease",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description: 
• For adults and children 18 months and older, persons have a positive HIV antibody test (rapid or laboratory-based enzyme immunoassay) confirmed by a second HIV antibody test (rapid or laboratory-based enzyme immunoassay) relying on different antigens or of different operating characteristics. 

• For children younger than 18 months, a positive virological test for HIV or its components (HIV-RNA or HIV-DNA or ultrasensitive HIV p24 antigen) confirmed by a second virological test obtained from a separate determination taken more than 4 weeks after birth. Clinical staging is utilized to establish stage of HIV infection.
","Unprotected vaginal and/or anal sex, sharing of drug injection equipment, breastfeeding with unknown or HIV-positive status","Stage 1: 
Clinical: Asymptomatic, persistent generalized lymphadenopathy (PGL)

Stage 2:
Clinical: Moderate unexplained weight loss (<10% of presumed or measured body weight), recurrent respiratory tract infections (RTIs, sinusitis, bronchitis, otitis media, pharyngitis), herpes zoster, angular cheilitis, recurrent oral ulcerations, papular pruritic eruptions, seborrhoeic dermatitis, fungal nail infections of fingers

Stage 3: 
Clinical: Severe weight loss (>10% of presumed or measured body weight), unexplained chronic diarrhoea for longer than one month, unexplained persistent fever (intermittent or constant for longer than one month), oral candidiasis, oral hairy leukoplakia, pulmonary tuberculosis diagnosed in last 2 years, severe presumed bacterial infections (e.g. pneumonia, empyema, pyomyositis, bone or joint infection, meningitis, bacteraemia), acute necrotizing ulcerative stomatitis/gingivitis/periodontitis

Lab: Unexplained anaemia (<8 g/dl), and/or neutropenia (<500/mm3) and/or thrombocytopenia (<500,000/mm3) for more than one month

Stage 4:
Clinical: HIV wasting syndrome, pneumocystis pneumonia, recurrent severe or radiological bacterial pneumonia, chronic herpes simplex infection (orolabial, genital or anorectal of more than one month's duration), oesophageal candidiasis, extrapulmonary TB, kaposi's sarcoma, central nervous system toxoplasmosis, HIV encephalopathy

Lab: Extrapulmonary cryptococcosis including meningitis, disseminated non-tuberculous mycobacteria infection, progressive multifocal leukoencephalopathy (PML), candida of trachea/bronchi/lungs, cryptosporidiosis, isosporiasis, visceral herpes simplex infection, cytomegalovirus (CMV) infection (retinitis or of an organ other than liver, spleen or lymph nodes), any disseminated mycosis (e.g. histoplasmosis, coccidiomycosis, penicilliosis), recurrent non-typhoidal salmonella septicaemia, lymphoma (cerebral or B cell non-Hodgkin), invasive cervica carcinoma, visceral leishmaniasis","For adults and children 18 months and older, persons have a positive HIV antibody test (rapid or laboratory-based enzyme immunoassay) confirmed by a second HIV antibody test (rapid or laboratory-based enzyme immunoassay) relying on different antigens or of different operating characteristics. For children younger than 18 months, a positive virological test for HIV or its components (HIV-RNA or HIV-DNA or ultrasensitive HIV p24 antigen) confirmed by a second virological test obtained from a separate determination taken more than 4 weeks after birth.",,
"cmd_31","Mumps","case","demo_case",,"icd_code",1,"individual","match","B26,B26.0,B26.1,B26.2,B26.3,B26.8,B26.9","cd_tab,Other viral diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description
An illness with acute onset of unilateral or bilateral tender, self-limited swelling of the parotid or other salivary gland, lasting 2 days or more, and without other apparent cause. 

Probable case  
A case that meets the clinical description AND has no or non-contributory serologic or virologic testing AND is not epidemiologically linked to a confirmed case. 

Confirmed case
A clinically compatible illness that is EITHER  
• Laboratory confirmed; OR 
• Epidemiologically linked to a confirmed case ","Proximity to an infected individual","Acute onset, unilateral or bilateral tender, self-limited swelling of the parotid or other salivary gland","Any one of the following:  
• Positive serologic test for mumps IgM antibody 
• ≥ four-fold increase in mumps antibody titre 
• Isolation of mumps virus from a clinical specimen, including throat washings, saliva, urine and cerebrospinal fluid  
• PCR positive for mumps virus in clinical specimen ",,
"cmd_32","Ringworm","case","demo_case",,"icd_code",,"individual","match","B35,B35.0,B35.1,B35.2,B35.3,B35.4,B35.5,B35.6,B35.8,B35.9","cd_tab,Mycoses",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","None","International Classification of Disease (ICD-10)",,,,,
"cmd_33","Malaria","case","demo_case",,"icd_code",1,"individual","match","B50,B50.0,B50.8,B50.9,B51,B51.0,B51.8,B51.9,B52,B52.0,B52.8,B52.9,B53,B53.0,B53.1,B53.8,B54","cd_tab,Protozoal diseases",,,"tab",,"Suspected","International Classification of Disease (ICD-10)","http://apps.who.int/classifications/icd10/browse/2015/en","1 case","Clinical Description and Probable case
An illness with variable signs and symptoms, but most patients experience fever. Other common symptoms include headache, back pain, chills, sweat, myalgia, nausea, vomiting. 

Confirmed case  
A clinically compatible illness with positive laboratory confirmation by blood smear or rapid diagnostic test for malaria","Exposure to areas where mosquito vector is present, Stagnant water sources, Movement to/from malaria endemic areas, Children, Pregnant woman, Immune compromised individuals, Malnutrition","Fever, Anaemia, Single organ failure, Multiple organ failure, Respiratory distress, Chest pain, Severe abdominal pain, Neck pain, Severe headache, Unconscious or repeated convulsions, Compromised circulation","Blood smear or rapid diagnostic malaria test",,
